e_;k_;d_;c_;c_local;provid;b_;b_local;culture;faith;terrain;baronytype
e_caribbean;k_antilles;d_trinidad_and_tobago;c_tt_cha_chaguanas;Chaguanas;4378;b_tt_ptf_point_fortin;Point Fortin;guayanes;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_trinidad_and_tobago;c_tt_cha_chaguanas;Chaguanas;4379;b_tt_03_rio_claro;Rio Claro;guayanes;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_trinidad_and_tobago;c_tt_05_port_of_spain;Port of Spain;4380;b_tt_05_port_of_spain;Port of Spain;margariteno;twelve_tribes;hills;castle_holding
e_caribbean;k_antilles;d_trinidad_and_tobago;c_tt_05_port_of_spain;Port of Spain;4381;b_tt_sge_sangre_grande;Sangre Grande;margariteno;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_trinidad_and_tobago;c_tt_11_scarborough;Scarborough;4382;b_tt_11_scarborough;Scarborough;calypsonian;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_leeward_antilles;c_ve_17_porlamar;Porlamar;4383;b_ve_17_porlamar;Porlamar;margariteno;tres_potencias;drylands;castle_holding
e_caribbean;k_antilles;d_leeward_antilles;c_aw_00_oranjestad;Oranjestad;4384;b_aw_00_oranjestad;Oranjestad;guaro;tres_potencias;drylands;castle_holding
e_caribbean;k_antilles;d_leeward_antilles;c_ve_11_la_florida;La Florida;4385;b_ve_11_la_florida;La Florida;papiamen;brethren;mountains;castle_holding
e_caribbean;k_antilles;d_leeward_antilles;c_ve_24_los_roques;Los Roques;4386;b_ve_24_los_roques;Los Roques;papiamen;brethren;plains;castle_holding
e_caribbean;k_antilles;d_windward_isles;c_bb_08_bridgetown;Bridgetown;4387;b_bb_08_bridgetown;Bridgetown;calypsonian;brethren;drylands;castle_holding
e_caribbean;k_antilles;d_windward_isles;c_lc_03_castries;Castries;4388;b_lc_03_castries;Castries;venteux;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_windward_isles;c_vc_04_kingstown;Kingstown;4389;b_vc_04_kingstown;Kingstown;calypsonian;twelve_tribes;mountains;castle_holding
e_caribbean;k_antilles;d_windward_isles;c_gd_03_saint_george_s;Saint George's;4390;b_gd_03_saint_george_s;Saint George's;calypsonian;twelve_tribes;mountains;castle_holding
e_caribbean;k_antilles;d_leeward_isles;c_vi_010_saint_croix;Saint Croix;4391;b_vi_010_saint_croix;Saint Croix;calypsonian;insular_carribean;drylands;castle_holding
e_caribbean;k_antilles;d_leeward_isles;c_vi_010_saint_croix;Saint Croix;4392;b_vi_030_charlotte_amalie;Charlotte Amalie;calypsonian;insular_carribean;plains;castle_holding
e_caribbean;k_antilles;d_leeward_isles;c_ag_04_saint_john_s;Saint John’s;4393;b_ag_04_saint_john_s;Saint John’s;calypsonian;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_leeward_isles;c_ag_04_saint_john_s;Saint John’s;4394;b_ag_01_codrington;Codrington;calypsonian;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_leeward_isles;c_kn__basseterre;Basseterre;4395;b_kn__basseterre;Basseterre;calypsonian;twelve_tribes;jungle;castle_holding
e_caribbean;k_antilles;d_leeward_isles;c_ai_00_the_valley;The Valley;4396;b_ai_00_the_valley;The Valley;calypsonian;twelve_tribes;drylands;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_08_kingston;Kingston;4397;b_jm_08_kingston;Kingston;west_indian;bobo_ashanti;plains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_08_kingston;Kingston;4398;b_jm_14_morant_bay;Morant Bay;west_indian;bobo_ashanti;mountains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_08_kingston;Kingston;4399;b_jm_07_port_antonio;Port Antonio;west_indian;bobo_ashanti;jungle;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_spanish_town;Spanish Town;4400;b_jm_10_spanish_town;Spanish Town;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_spanish_town;Spanish Town;4401;b_jm_01_may_pen;May Pen;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_spanish_town;Spanish Town;4402;b_jm_04_mandeville;Mandeville;west_indian;twelve_tribes;hills;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_spanish_town;Spanish Town;4403;b_jm_11_santa_cruz;Santa Cruz;west_indian;twelve_tribes;hills;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_spanish_town;Spanish Town;4404;b_jm_04_coleyville;Coleyville;west_indian;twelve_tribes;mountains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_12_montego_bay;Montego Bay;4405;b_jm_12_montego_bay;Montego Bay;west_indian;twelve_tribes;hills;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_12_montego_bay;Montego Bay;4406;b_jm_16_savanna_la_mar;Savanna-la-Mar;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_12_montego_bay;Montego Bay;4407;b_jm_15_falmouth;Falmouth;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_12_montego_bay;Montego Bay;4408;b_jm_02_lucea;Lucea;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_linstead;Linstead;4409;b_jm_10_linstead;Linstead;west_indian;twelve_tribes;mountains;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_linstead;Linstead;4410;b_jm_09_saint_ann_s_bay;Saint Ann’s Bay;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_jamaica;c_jm_10_linstead;Linstead;4411;b_jm_13_port_maria;Port Maria;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_23_nassau;Nassau;4412;b_bs_23_nassau;Nassau;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_23_nassau;Nassau;4413;b_bs_10_george_town;George Town;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_23_nassau;Nassau;4414;b_bs_22_dunmore_town;Dunmore Town;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_23_nassau;Nassau;4415;b_bs_06_arthur_s_town;Arthur’s Town;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_25_lucaya;Lucaya;4416;b_bs_25_lucaya;Lucaya;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_25_lucaya;Lucaya;4417;b_bs_46_cooper_s_town;Cooper’s Town;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_25_lucaya;Lucaya;4418;b_bs_37_marsh_harbour;Marsh Harbour;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_25_lucaya;Lucaya;4419;b_bs_41_high_rock;High Rock;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_25_lucaya;Lucaya;4420;b_bs_50_crossing_rocks;Crossing Rocks;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_47_san_andros;San Andros;4421;b_bs_47_san_andros;San Andros;west_indian;twelve_tribes;wetlands;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_47_san_andros;San Andros;4422;b_bs_47_andros_town;Andros Town;west_indian;twelve_tribes;wetlands;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_47_san_andros;San Andros;4423;b_bs_44_bastian_point;Bastian Point;west_indian;twelve_tribes;wetlands;castle_holding
e_caribbean;k_west_indies;d_bahama;c_bs_47_san_andros;San Andros;4424;b_bs_51_black_point;Black Point;west_indian;twelve_tribes;wetlands;castle_holding
e_caribbean;k_west_indies;d_bahama;c_tc_00_cockburn_town;Cockburn Town;4425;b_tc_00_cockburn_town;Cockburn Town;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_tc_00_cockburn_town;Cockburn Town;4426;b_tc_00_cockburn_harbour;Cockburn Harbour;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_bahama;c_tc_00_cockburn_town;Cockburn Town;4427;b_tc__providenciales;Providenciales;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_grand_cayman;c_ky_10346796_george_town;George Town;4428;b_ky_10346796_george_town;George Town;west_indian;twelve_tribes;plains;castle_holding
e_caribbean;k_west_indies;d_oppenheimer;c_bs_15_clarence_town;Clarence Town;4429;b_bs_15_clarence_town;Clarence Town;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_oppenheimer;c_bs_15_clarence_town;Clarence Town;4430;b_bs_24_snug_corner;Snug Corner;west_indian;twelve_tribes;jungle;castle_holding
e_caribbean;k_west_indies;d_oppenheimer;c_bs_15_clarence_town;Clarence Town;4431;b_bs_13_matthew_town;Matthew Town;west_indian;twelve_tribes;drylands;castle_holding
e_caribbean;k_west_indies;d_oppenheimer;c_bs_15_clarence_town;Clarence Town;4432;b_bs_16_abraham_s_bay;Abraham’s Bay;west_indian;twelve_tribes;jungle;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_ks_johnson;Johnson;4433;b_us_mo_kansas_city;Kansas City;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_ks_johnson;Johnson;4434;b_us_ks_overland_park;Overland Park;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_ks_johnson;Johnson;4435;b_us_ks_kansas_city;Kansas City;heartlander;catholic;steppe;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_ks_johnson;Johnson;4436;b_us_mo_liberty;Liberty;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_ks_johnson;Johnson;4437;b_us_mo_gladstone;Gladstone;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_columbia;Columbia;4438;b_us_mo_columbia;Columbia;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_columbia;Columbia;4439;b_us_mo_moberly;Moberly;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_columbia;Columbia;4440;b_us_mo_fulton;Fulton;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_saint_joseph;Saint Joseph;4441;b_us_mo_saint_joseph;Saint Joseph;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_saint_joseph;Saint Joseph;4442;b_us_mo_maryville;Maryville;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_saint_joseph;Saint Joseph;4443;b_us_ia_clarinda;Clarinda;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_henry;Henry;4444;b_us_mo_warrensburg;Warrensburg;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_henry;Henry;4445;b_us_mo_sedalia;Sedalia;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_henry;Henry;4446;b_us_mo_marshall;Marshall;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_jefferson_city;Jefferson City;4447;b_us_mo_jefferson_city;Jefferson City;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_jefferson_city;Jefferson City;4448;b_us_mo_osage_beach;Osage Beach;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_jefferson_city;Jefferson City;4449;b_us_mo_belle;Belle;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_cass;Cass;4450;b_us_mo_harrisonville;Harrisonville;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_cass;Cass;4451;b_us_mo_nevada;Nevada;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_boonslick;c_us_mo_cass;Cass;4452;b_us_mo_butler;Butler;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_mo_saint_louis;Saint Louis;4453;b_us_mo_st_louis;St. Louis;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_mo_saint_louis;Saint Louis;4454;b_us_mo_wildwood;Wildwood;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_mo_saint_louis;Saint Louis;4455;b_us_mo_arnold;Arnold;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_il_belleville;Belleville;4456;b_us_il_belleville;Belleville;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_il_belleville;Belleville;4457;b_us_il_cahokia;Cahokia;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_il_belleville;Belleville;4458;b_us_il_greenville;Greenville;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_il_belleville;Belleville;4459;b_us_il_chester;Chester;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_il_belleville;Belleville;4460;b_us_il_pinckneyville;Pinckneyville;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_mo_rolla;Rolla;4461;b_us_mo_washington;Washington;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_mo_rolla;Rolla;4462;b_us_mo_rolla;Rolla;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_gateway;c_us_mo_rolla;Rolla;4463;b_us_mo_bonne_terre;Bonne Terre;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_twain;c_us_mo_o_fallon;O'Fallon;4464;b_us_mo_o_fallon;O'Fallon;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_twain;c_us_mo_o_fallon;O'Fallon;4465;b_us_mo_troy;Troy;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_twain;c_us_mo_o_fallon;O'Fallon;4466;b_us_mo_warrenton;Warrenton;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_twain;c_us_mo_hannibal;Hannibal;4467;b_us_mo_hannibal;Hannibal;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_twain;c_us_mo_hannibal;Hannibal;4468;b_us_mo_canton;Canton;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_twain;c_us_mo_hannibal;Hannibal;4469;b_us_mo_memphis;Memphis;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_cape_girardeau;Cape Girardeau;4470;b_us_mo_cape_girardeau;Cape Girardeau;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_cape_girardeau;Cape Girardeau;4471;b_us_mo_sikeston;Sikeston;gatewayan;catholic;farmlands;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_cape_girardeau;Cape Girardeau;4472;b_us_mo_charleston;Charleston;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_kennett;Kennett;4473;b_us_mo_kennett;Kennett;gatewayan;catholic;farmlands;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_kennett;Kennett;4474;b_us_mo_dexter;Dexter;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_kennett;Kennett;4475;b_us_mo_malden;Malden;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_farmington;Farmington;4476;b_us_mo_farmington;Farmington;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_farmington;Farmington;4477;b_us_mo_fredericktown;Fredericktown;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_great_river;c_us_mo_farmington;Farmington;4478;b_us_mo_ironton;Ironton;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_mo_chillicothe;Chillicothe;4479;b_us_mo_chillicothe;Chillicothe;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_mo_chillicothe;Chillicothe;4480;b_us_mo_lexington;Lexington;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_mo_chillicothe;Chillicothe;4481;b_us_mo_marceline;Marceline;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_mo_adair;Adair;4482;b_us_mo_kirksville;Kirksville;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_mo_adair;Adair;4483;b_us_ia_centerville;Centerville;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_mo_adair;Adair;4484;b_us_mo_terre_haute;Terre Haute;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_ia_osceola;Osceola;4485;b_us_ia_osceola;Osceola;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_ia_osceola;Osceola;4486;b_us_mo_bethany;Bethany;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_chariton;c_us_ia_osceola;Osceola;4487;b_us_ia_leon;Leon;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_forgottonia;c_us_il_quincy;Quincy;4488;b_us_il_quincy;Quincy;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_forgottonia;c_us_il_quincy;Quincy;4489;b_us_il_pittsfield;Pittsfield;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_forgottonia;c_us_il_quincy;Quincy;4490;b_us_il_rushville;Rushville;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_forgottonia;c_us_il_macomb;Macomb;4491;b_us_il_macomb;Macomb;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_forgottonia;c_us_il_macomb;Macomb;4492;b_us_ia_keokuk;Keokuk;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_forgottonia;c_us_il_macomb;Macomb;4493;b_us_il_oquawka;Oquawka;heartlander;catholic;plains;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_poplar_bluff;Poplar Bluff;4494;b_us_mo_poplar_bluff;Poplar Bluff;gatewayan;catholic;plains;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_poplar_bluff;Poplar Bluff;4495;b_us_ar_pocahontas;Pocahontas;gatewayan;catholic;forest;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_poplar_bluff;Poplar Bluff;4496;b_us_mo_piedmont;Piedmont;gatewayan;catholic;forest;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_texas;Texas;4497;b_us_mo_west_plains;West Plains;ozark;catholic;plains;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_texas;Texas;4498;b_us_mo_mountain_grove;Mountain Grove;ozark;catholic;forest;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_texas;Texas;4499;b_us_mo_mountain_view;Mountain View;ozark;catholic;forest;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_winona;Winona;4500;b_us_mo_winona;Winona;ozark;catholic;forest;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_winona;Winona;4501;b_us_mo_van_buren;Van Buren;ozark;catholic;forest;castle_holding
e_heartland;k_missouri;d_lead_belt;c_us_mo_winona;Winona;4502;b_us_mo_ellington;Ellington;ozark;catholic;forest;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_tulsa;Tulsa;4503;b_us_ok_tulsa;Tulsa;cherokee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_tulsa;Tulsa;4504;b_us_ok_bixby;Bixby;cherokee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_tulsa;Tulsa;4505;b_us_ok_claremore;Claremore;cherokee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_tulsa;Tulsa;4506;b_us_ok_muskogee;Muskogee;cherokee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_tulsa;Tulsa;4507;b_us_ok_seminole;Seminole;cherokee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_ardmore;Ardmore;4508;b_us_ok_ardmore;Ardmore;muscogee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_ardmore;Ardmore;4509;b_us_ok_durant;Durant;muscogee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_ardmore;Ardmore;4510;b_us_ok_ada;Ada;muscogee;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_mcalester;McAlester;4511;b_us_ok_mcalester;McAlester;dixie;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_mcalester;McAlester;4512;b_us_ok_stigler;Stigler;dixie;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_mcalester;McAlester;4513;b_us_ok_wilburton;Wilburton;dixie;catholic;hills;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_hugo;Hugo;4514;b_us_ok_hugo;Hugo;okie;catholic;steppe;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_hugo;Hugo;4515;b_us_ok_talihina;Talihina;okie;catholic;mountains;castle_holding
e_heartland;k_ozarks;d_keetowah_nighthawk_band;c_us_ok_hugo;Hugo;4516;b_us_ok_clayton;Clayton;okie;catholic;hills;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_little_rock;Little Rock;4517;b_us_ar_little_rock;Little Rock;dixie;catholic;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_little_rock;Little Rock;4518;b_us_ar_hot_springs;Hot Springs;dixie;catholic;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_little_rock;Little Rock;4519;b_us_ar_hot_springs_village;Hot Springs Village;dixie;catholic;hills;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_little_rock;Little Rock;4520;b_us_ar_rockwell;Rockwell;dixie;catholic;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_north_little_rock;North Little Rock;4521;b_us_ar_north_little_rock;North Little Rock;dixie;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_north_little_rock;North Little Rock;4522;b_us_ar_conway;Conway;dixie;revelationist;hills;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_north_little_rock;North Little Rock;4523;b_us_ar_england;England;dixie;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_pine_bluff;Pine Bluff;4524;b_us_ar_pine_bluff;Pine Bluff;dixie;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_pine_bluff;Pine Bluff;4525;b_us_ar_monticello;Monticello;dixie;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_pine_bluff;Pine Bluff;4526;b_us_ar_fordyce;Fordyce;dixie;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_pine_bluff;Pine Bluff;4527;b_us_ar_hampton;Hampton;dixie;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_searcy;Searcy;4528;b_us_ar_searcy;Searcy;ozark;revelationist;hills;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_searcy;Searcy;4529;b_us_ar_heber_springs;Heber Springs;ozark;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_searcy;Searcy;4530;b_us_ar_mountain_view;Mountain View;ozark;revelationist;hills;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_crossett;Crossett;4531;b_us_ar_dumas;Dumas;tuskegean;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_crossett;Crossett;4532;b_us_ar_crossett;Crossett;tuskegean;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_crossett;Crossett;4533;b_us_ar_lake_village;Lake Village;tuskegean;revelationist;floodplains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_crossett;Crossett;4534;b_us_ar_montrose;Montrose;tuskegean;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_stuttgart;Stuttgart;4535;b_us_ar_stuttgart;Stuttgart;dixie;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_stuttgart;Stuttgart;4536;b_us_ar_des_arc;Des Arc;dixie;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_arkansas;c_us_ar_stuttgart;Stuttgart;4537;b_us_ar_dewitt;DeWitt;dixie;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_fayetteville;Fayetteville;4538;b_us_ar_fayetteville;Fayetteville;ozark;catholic;plains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_fayetteville;Fayetteville;4539;b_us_ok_tahlequah;Tahlequah;ozark;catholic;plains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_fayetteville;Fayetteville;4540;b_us_ar_huntsville;Huntsville;ozark;catholic;forest;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_russellville;Russellville;4541;b_us_ar_van_buren;Van Buren;ozark;catholic;mountains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_russellville;Russellville;4542;b_us_ar_russellville;Russellville;ozark;catholic;mountains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_russellville;Russellville;4543;b_us_ar_clarksville;Clarksville;ozark;catholic;mountains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_harrison;Harrison;4544;b_us_ar_harrison;Harrison;ozark;revelationist;hills;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_harrison;Harrison;4545;b_us_ar_gassville;Gassville;ozark;revelationist;mountains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_batesville;Batesville;4546;b_us_ar_batesville;Batesville;ozark;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_batesville;Batesville;4547;b_us_ar_cherokee_village;Cherokee Village;ozark;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_batesville;Batesville;4548;b_us_ar_imboden;Imboden;ozark;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_mountain_home;Mountain Home;4549;b_us_ar_mountain_home;Mountain Home;ozark;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_mountain_home;Mountain Home;4550;b_us_ar_horseshoe_bend;Horseshoe Bend;ozark;revelationist;plains;castle_holding
e_heartland;k_ozarks;d_turner_ward_knob;c_us_ar_mountain_home;Mountain Home;4551;b_us_ar_salem;Salem;ozark;revelationist;forest;castle_holding
e_heartland;k_ozarks;d_salem;c_us_mo_springfield;Springfield;4552;b_us_mo_springfield;Springfield;ozark;catholic;plains;castle_holding
